Baseline_good_outcomes_(median),Baseline_good_outcomes_per_1000_patients_(low_5%),Baseline_good_outcomes_per_1000_patients_(high_95%),Baseline_good_outcomes_per_1000_patients_(mean),Baseline_good_outcomes_per_1000_patients_(stdev),Baseline_good_outcomes_per_1000_patients_(95ci),Percent_Thrombolysis_(median%),Percent_Thrombolysis_(low_5%),Percent_Thrombolysis_(high_95%),Percent_Thrombolysis_(mean),Percent_Thrombolysis_(stdev),Percent_Thrombolysis_(95ci),Additional_good_outcomes_per_1000_patients_(median),Additional_good_outcomes_per_1000_patients_(low_5%),Additional_good_outcomes_per_1000_patients_(high_95%),Additional_good_outcomes_per_1000_patients_(mean),Additional_good_outcomes_per_1000_patients_(stdev),Additional_good_outcomes_per_1000_patients_(95ci),Onset_to_needle_(mean),calibration,scenario,stroke_team
257.83,234.88,279.52,258.0,14.04,2.75,15.18,13.13,17.11,15.1,1.18,0.23,12.47,10.67,14.37,12.52,1.05,0.21,165.43,1.0,same_patient_characteristics,GLRVJ5773V
260.42,234.07,281.92,259.12,15.13,2.97,6.5,4.9,7.85,6.49,0.9,0.18,5.62,3.94,6.94,5.49,0.83,0.16,161.58,1.0,same_patient_characteristics,GRCGI3873D
257.53,229.1,289.46,257.61,18.55,3.64,12.21,10.18,14.07,12.18,1.26,0.25,10.56,8.41,12.1,10.42,1.14,0.22,156.92,1.0,same_patient_characteristics,GWOXR9160G
259.33,227.26,285.97,260.09,18.76,3.68,12.61,10.29,14.74,12.64,1.38,0.27,9.36,7.66,11.45,9.48,1.11,0.22,184.22,1.0,same_patient_characteristics,HBFCN1575G
257.0,233.77,281.88,257.61,16.87,3.31,12.93,10.37,15.98,13.03,1.62,0.32,10.52,8.52,12.95,10.61,1.36,0.27,168.01,1.0,same_patient_characteristics,HGGNH9018F
257.67,226.99,291.87,257.55,20.9,4.1,10.89,8.27,13.5,10.96,1.64,0.32,8.82,6.54,11.39,8.82,1.5,0.29,170.2,1.0,same_patient_characteristics,HONZP0443O
261.79,212.26,311.32,260.9,29.67,5.82,14.15,10.35,17.95,14.07,2.48,0.49,10.28,7.26,13.53,10.29,1.94,0.38,186.98,1.0,same_patient_characteristics,HPWIF9956L
259.05,238.39,280.9,257.59,13.95,2.73,9.36,7.62,11.11,9.38,1.04,0.2,8.2,6.81,9.77,8.2,0.98,0.19,154.7,1.0,same_patient_characteristics,HREGJ0143U
261.18,230.35,294.35,259.36,20.67,4.05,5.88,4.0,7.76,5.89,1.13,0.22,3.8,2.6,4.99,3.81,0.78,0.15,209.59,1.0,same_patient_characteristics,HYCCK3082L
259.03,237.67,286.61,259.96,15.11,2.96,8.09,6.72,9.72,8.19,0.96,0.19,6.55,5.51,8.17,6.73,0.87,0.17,167.25,1.0,same_patient_characteristics,HYNBH3271L
259.54,221.18,297.71,258.55,24.55,4.81,3.82,1.91,6.13,4.01,1.29,0.25,2.47,1.11,4.17,2.56,0.88,0.17,211.77,1.0,same_patient_characteristics,HZMLX7970T
261.11,224.33,291.33,260.82,21.46,4.21,14.0,11.33,16.9,14.16,1.64,0.32,11.0,8.74,13.09,10.98,1.34,0.26,178.39,1.0,same_patient_characteristics,HZNVT9936G
255.53,221.01,285.26,254.45,20.26,3.97,10.07,8.11,12.3,10.26,1.3,0.26,8.19,6.5,10.06,8.16,1.17,0.23,172.73,1.0,same_patient_characteristics,IATJE0497S
255.51,226.1,292.37,257.98,20.75,4.07,17.83,15.25,20.42,17.94,1.64,0.32,14.18,11.85,16.74,14.35,1.43,0.28,172.74,1.0,same_patient_characteristics,IAZKG9244A
258.75,237.44,285.0,259.4,14.17,2.78,7.0,5.61,8.12,6.9,0.85,0.17,5.48,4.14,6.73,5.47,0.77,0.15,174.35,1.0,same_patient_characteristics,IDHVL2894N
258.5,227.89,278.91,256.72,16.35,3.2,9.18,7.31,11.4,9.2,1.23,0.24,7.19,5.43,8.8,7.16,1.03,0.2,175.56,1.0,same_patient_characteristics,ISIZF6614O
257.81,218.75,308.59,261.41,29.38,5.76,3.52,1.95,5.47,3.71,1.13,0.22,2.79,1.43,4.61,2.94,0.99,0.19,174.11,1.0,same_patient_characteristics,ISXKM9668U
252.37,223.72,292.22,254.23,20.22,3.96,7.4,5.87,9.3,7.4,1.11,0.22,6.3,4.8,7.83,6.31,0.96,0.19,158.61,1.0,same_patient_characteristics,ITFRR7678Y
256.35,223.22,289.47,257.64,21.36,4.19,6.73,5.08,8.4,6.78,1.14,0.22,5.28,3.83,6.84,5.33,0.98,0.19,175.05,1.0,same_patient_characteristics,IUMNL9626U
258.06,211.98,309.22,260.14,29.35,5.75,8.76,5.94,12.44,8.93,1.98,0.39,6.07,3.65,8.28,6.11,1.49,0.29,202.81,1.0,same_patient_characteristics,IWINL6248B
257.38,227.71,284.11,257.83,16.32,3.2,9.77,8.02,11.25,9.74,1.09,0.21,7.65,6.2,9.14,7.63,0.9,0.18,176.46,1.0,same_patient_characteristics,IYJHY1440E
258.12,229.72,281.65,257.23,16.26,3.19,7.34,5.9,8.78,7.27,0.89,0.17,6.41,4.87,7.96,6.35,0.85,0.17,155.13,1.0,same_patient_characteristics,JADBS8258F
259.88,237.89,284.88,259.92,14.61,2.86,11.12,9.56,12.59,11.09,0.98,0.19,9.43,8.14,10.82,9.49,0.9,0.18,157.92,1.0,same_patient_characteristics,JHDQL1362V
256.41,237.34,273.82,256.47,11.07,2.17,12.08,10.59,13.49,12.05,0.91,0.18,10.92,9.73,12.21,10.97,0.85,0.17,145.32,1.0,same_patient_characteristics,JINXD0311F
256.67,223.33,300.0,259.17,24.09,4.72,9.33,6.65,12.05,9.38,1.85,0.36,6.64,4.59,8.86,6.8,1.38,0.27,190.91,1.0,same_patient_characteristics,JRXDG8181O
252.48,188.12,326.73,252.87,43.29,8.49,9.9,4.95,13.91,9.75,3.21,0.63,8.11,3.83,12.48,8.02,2.82,0.55,167.28,1.0,same_patient_characteristics,JXJYG0100P
257.23,233.04,287.86,258.23,17.42,3.41,9.65,7.55,11.58,9.5,1.27,0.25,7.58,5.92,9.64,7.58,1.15,0.23,172.39,1.0,same_patient_characteristics,KECZG3964M
258.17,240.15,279.24,258.5,12.86,2.52,15.07,13.07,16.76,15.05,1.05,0.21,13.5,11.31,14.86,13.36,1.04,0.2,151.27,1.0,same_patient_characteristics,KZKEZ2257Z
260.87,221.74,293.48,259.83,20.45,4.01,6.2,4.57,8.71,6.29,1.24,0.24,4.79,3.36,6.65,4.89,1.04,0.2,177.7,1.0,same_patient_characteristics,LECHF1024T
256.02,229.65,291.25,256.87,18.56,3.64,3.94,2.61,5.92,4.13,0.99,0.19,2.8,1.77,4.37,2.89,0.78,0.15,196.58,1.0,same_patient_characteristics,LFPMM4706C
256.67,220.0,300.0,257.47,24.18,4.74,11.33,8.98,14.0,11.24,1.62,0.32,8.71,6.55,10.95,8.7,1.37,0.27,177.41,1.0,same_patient_characteristics,LFZMO6561M
255.3,224.47,290.25,256.59,20.21,3.96,4.03,2.75,5.52,4.05,0.86,0.17,2.93,1.83,4.13,2.9,0.67,0.13,191.63,1.0,same_patient_characteristics,LGNPK4211W
261.97,222.39,295.77,260.7,22.11,4.33,9.58,7.3,11.83,9.52,1.47,0.29,6.78,4.85,8.42,6.69,1.11,0.22,196.67,1.0,same_patient_characteristics,LLPWF6176Z
254.42,226.06,284.54,254.42,18.22,3.57,11.48,9.36,14.49,11.66,1.42,0.28,9.65,7.56,11.85,9.65,1.22,0.24,165.99,1.0,same_patient_characteristics,LUVFZ2751A
261.6,219.2,308.02,263.59,27.21,5.33,12.03,8.84,15.61,12.05,2.18,0.43,8.86,6.21,11.28,8.97,1.66,0.33,185.88,1.0,same_patient_characteristics,LZAYM7611L
258.33,236.82,278.78,258.4,12.96,2.54,13.04,11.31,14.66,12.99,1.17,0.23,10.51,9.29,12.15,10.55,1.06,0.21,168.52,1.0,same_patient_characteristics,LZGVG8257A
259.66,227.2,284.54,257.74,17.67,3.46,19.01,16.85,21.65,19.12,1.48,0.29,17.16,15.11,19.94,17.45,1.52,0.3,143.8,1.0,same_patient_characteristics,MHMYL4920B
255.66,223.3,304.37,261.04,23.73,4.65,8.41,6.15,11.36,8.63,1.47,0.29,6.52,4.92,9.1,6.69,1.25,0.25,177.81,1.0,same_patient_characteristics,NFBUF0424E
258.59,225.95,292.95,257.74,19.31,3.78,10.49,8.67,12.49,10.58,1.38,0.27,8.71,7.25,11.08,8.85,1.21,0.24,163.05,1.0,same_patient_characteristics,NGKDE7265L
261.35,229.97,288.03,258.47,17.97,3.52,20.5,18.29,22.54,20.38,1.47,0.29,16.88,14.77,18.89,16.83,1.35,0.26,166.54,1.0,same_patient_characteristics,NTPQZ0829K
256.47,226.46,281.72,254.26,17.77,3.48,11.0,9.06,12.96,10.95,1.17,0.23,8.03,6.52,9.72,8.11,0.97,0.19,186.19,1.0,same_patient_characteristics,NZECY6641V
259.43,232.63,280.35,257.34,17.12,3.36,9.28,7.39,11.16,9.26,1.2,0.24,6.9,5.36,8.3,6.93,0.96,0.19,185.4,1.0,same_patient_characteristics,NZNML2841Q
260.48,235.74,279.59,258.88,12.55,2.46,12.77,11.27,14.54,12.9,1.06,0.21,10.22,9.27,11.73,10.31,0.83,0.16,172.68,1.0,same_patient_characteristics,OFKDF3720W
258.62,234.65,285.8,259.67,16.8,3.29,11.17,9.01,13.14,11.22,1.18,0.23,8.89,7.13,10.65,8.98,1.08,0.21,172.21,1.0,same_patient_characteristics,OHGIK1804X
257.38,236.07,280.54,258.04,15.0,2.94,7.56,5.89,9.23,7.5,1.07,0.21,5.92,4.71,7.99,6.18,1.01,0.2,165.25,1.0,same_patient_characteristics,OKVRY7006H
261.73,227.44,287.18,258.63,19.5,3.82,9.93,8.12,11.56,9.92,1.12,0.22,8.37,6.87,10.16,8.44,0.99,0.19,159.68,1.0,same_patient_characteristics,OQYTM8444L
250.0,216.23,283.58,251.72,23.82,4.67,6.34,3.71,8.96,6.45,1.5,0.29,4.55,2.53,6.89,4.61,1.22,0.24,192.77,1.0,same_patient_characteristics,OUXUZ1084Q
259.48,234.62,288.63,259.45,17.02,3.34,20.34,18.05,22.61,20.32,1.51,0.3,17.27,14.9,19.65,17.37,1.43,0.28,159.46,1.0,same_patient_characteristics,OYASQ1316D
260.5,232.82,293.99,262.39,18.13,3.55,12.12,10.3,14.5,12.24,1.41,0.28,10.52,8.39,12.86,10.54,1.37,0.27,157.36,1.0,same_patient_characteristics,PAOUI8935Z
260.21,230.82,287.92,259.57,17.27,3.38,10.92,8.88,13.14,10.91,1.33,0.26,9.14,7.51,11.17,9.28,1.2,0.24,160.74,1.0,same_patient_characteristics,PAYNN3649Z
256.41,233.27,287.45,257.35,15.93,3.12,12.15,10.39,14.31,12.27,1.22,0.24,9.54,7.97,11.24,9.56,1.04,0.2,178.45,1.0,same_patient_characteristics,PDNWI2057P
254.91,230.06,280.92,255.63,15.43,3.02,8.21,6.59,9.6,8.27,0.87,0.17,6.61,5.23,7.81,6.63,0.72,0.14,172.06,1.0,same_patient_characteristics,PSNKC7508G
259.38,231.48,288.99,258.97,18.68,3.66,8.16,6.69,10.28,8.3,1.14,0.22,5.55,4.25,6.71,5.55,0.84,0.16,204.71,1.0,same_patient_characteristics,QNARI2373R
256.67,231.13,282.08,257.05,15.68,3.07,15.5,13.07,17.54,15.5,1.37,0.27,14.04,11.67,15.88,13.92,1.29,0.25,148.79,1.0,same_patient_characteristics,QOAPO4699N
254.18,221.72,286.52,252.94,22.09,4.33,8.11,5.95,10.02,8.09,1.31,0.26,6.14,4.36,7.84,6.14,1.09,0.21,182.4,1.0,same_patient_characteristics,QOGNY5824N
259.26,222.09,293.65,258.97,21.44,4.2,11.38,8.99,13.49,11.41,1.52,0.3,9.37,7.42,11.39,9.5,1.29,0.25,163.93,1.0,same_patient_characteristics,QQUVD2066Z
262.9,209.68,303.23,260.52,26.5,5.19,11.45,9.35,14.84,11.68,1.78,0.35,8.3,6.19,10.94,8.39,1.51,0.3,193.44,1.0,same_patient_characteristics,QTELJ8888W
256.54,228.32,279.68,257.66,15.58,3.05,14.59,12.77,16.1,14.55,1.04,0.2,12.09,10.66,13.65,12.1,0.94,0.18,164.02,1.0,same_patient_characteristics,QWKRA8499D
260.39,224.38,299.31,257.59,21.89,4.29,9.97,6.9,12.47,9.8,1.61,0.32,7.72,5.58,10.18,7.71,1.41,0.28,175.23,1.0,same_patient_characteristics,QZMCK3259S
257.08,228.76,289.76,258.74,19.96,3.91,5.01,3.92,6.76,5.24,0.99,0.19,3.74,2.77,5.27,3.91,0.83,0.16,186.78,1.0,same_patient_characteristics,RDVPJ0375X
255.87,229.81,284.9,256.17,17.3,3.39,15.81,13.44,17.86,15.73,1.44,0.28,13.83,11.25,16.0,13.77,1.46,0.29,153.54,1.0,same_patient_characteristics,REVJR6326T
256.46,225.0,289.67,257.18,18.77,3.68,11.99,9.77,14.4,12.0,1.5,0.29,9.75,7.72,12.2,9.82,1.38,0.27,168.81,1.0,same_patient_characteristics,RGJWU8840Q
255.98,226.08,282.36,255.5,16.43,3.22,11.6,10.04,13.52,11.67,1.07,0.21,9.9,8.25,11.36,9.81,0.97,0.19,161.68,1.0,same_patient_characteristics,ROOIZ9592Y
259.01,229.62,288.4,259.82,19.39,3.8,8.0,5.86,9.92,8.01,1.25,0.25,6.55,4.64,8.36,6.5,1.12,0.22,169.72,1.0,same_patient_characteristics,SBRDX1922J
260.3,225.7,294.89,260.26,19.51,3.82,6.59,4.93,8.25,6.57,1.08,0.21,5.46,3.96,7.1,5.42,0.99,0.19,167.73,1.0,same_patient_characteristics,SBYTE4026H
256.14,230.27,283.38,256.4,15.88,3.11,10.93,9.31,12.55,10.9,1.08,0.21,8.06,6.93,9.63,8.09,0.89,0.18,185.83,1.0,same_patient_characteristics,SJVFI6669M
256.11,234.17,282.11,257.61,15.08,2.96,13.51,12.08,15.57,13.6,1.18,0.23,11.1,9.84,12.75,11.24,1.0,0.2,166.21,1.0,same_patient_characteristics,SMVTP6284P
257.95,227.05,295.57,258.0,21.38,4.19,8.07,6.35,10.01,8.05,1.2,0.24,6.42,4.94,8.34,6.45,1.02,0.2,170.46,1.0,same_patient_characteristics,SQGXB9559U
258.28,198.68,318.21,259.14,37.16,7.28,16.56,10.6,21.89,16.32,3.49,0.68,13.09,8.88,18.15,13.28,2.81,0.55,168.24,1.0,same_patient_characteristics,TBZOA3799I
264.59,233.37,292.02,262.84,17.81,3.49,7.0,5.23,9.15,7.05,1.27,0.25,5.39,3.56,7.57,5.47,1.13,0.22,178.45,1.0,same_patient_characteristics,TFSJP6914B
254.3,225.53,290.73,255.32,19.96,3.91,11.09,9.18,13.58,11.17,1.26,0.25,8.31,6.91,10.04,8.41,1.04,0.2,184.11,1.0,same_patient_characteristics,TKRKH4920C
257.98,220.61,295.21,257.95,23.42,4.59,11.97,8.78,14.65,11.75,1.7,0.33,8.63,6.43,10.73,8.52,1.38,0.27,190.87,1.0,same_patient_characteristics,TMQMS4307W
259.42,223.04,304.35,258.0,26.15,5.13,14.49,10.71,17.99,14.41,2.08,0.41,11.57,8.89,14.71,11.69,1.75,0.34,171.07,1.0,same_patient_characteristics,TPFFP4410O
258.77,231.49,289.74,259.93,18.88,3.7,20.44,17.54,23.0,20.44,1.55,0.3,16.8,14.27,19.61,16.83,1.5,0.29,167.19,1.0,same_patient_characteristics,TPXYE0168D
258.45,236.38,281.41,258.35,15.28,2.99,7.95,6.56,9.24,7.9,0.81,0.16,6.71,5.42,7.79,6.69,0.72,0.14,160.3,1.0,same_patient_characteristics,TQQYU0036V
253.44,223.0,292.15,256.45,23.73,4.65,11.57,8.54,14.06,11.42,1.63,0.32,9.12,6.81,11.81,9.24,1.46,0.29,171.15,1.0,same_patient_characteristics,TXHRP7672C
254.3,231.79,280.93,255.67,14.72,2.88,12.45,10.46,13.91,12.4,1.12,0.22,9.38,7.6,11.16,9.42,1.02,0.2,182.62,1.0,same_patient_characteristics,TXYJJ1019H
255.84,237.93,275.97,256.52,13.01,2.55,14.24,12.24,16.13,14.26,1.27,0.25,10.68,8.79,12.23,10.6,1.0,0.2,186.44,1.0,same_patient_characteristics,UALFR2142B
259.6,231.72,284.77,256.98,15.98,3.13,6.75,5.29,8.36,6.85,0.93,0.18,5.36,4.18,6.67,5.43,0.79,0.16,172.73,1.0,same_patient_characteristics,UIWEN7236N
256.93,227.17,286.6,255.49,18.95,3.71,12.38,10.17,14.81,12.35,1.44,0.28,9.71,7.64,11.64,9.58,1.26,0.25,177.8,1.0,same_patient_characteristics,UJETD9177J
259.4,221.62,297.37,258.8,25.79,5.05,9.96,7.14,12.78,9.94,1.81,0.35,7.43,5.2,9.82,7.4,1.46,0.29,184.35,1.0,same_patient_characteristics,UMYTD3128E
253.3,222.36,282.38,254.3,19.89,3.9,13.22,11.0,16.3,13.27,1.56,0.31,10.5,8.57,12.91,10.63,1.42,0.28,172.96,1.0,same_patient_characteristics,UWCEW6851O
256.65,222.43,298.57,257.05,21.06,4.13,14.07,12.17,16.54,14.19,1.49,0.29,11.71,9.68,13.53,11.7,1.26,0.25,165.23,1.0,same_patient_characteristics,VKHPY9501A
256.43,239.84,276.65,256.38,12.75,2.5,17.65,15.62,19.4,17.52,1.09,0.21,13.71,12.26,15.04,13.62,0.86,0.17,178.26,1.0,same_patient_characteristics,VKKDD9172T
257.14,230.17,290.76,259.09,18.93,3.71,14.79,12.77,17.82,15.11,1.55,0.3,11.2,9.57,13.71,11.45,1.33,0.26,182.31,1.0,same_patient_characteristics,VUHVS8909F
256.98,212.29,313.13,260.56,29.34,5.75,2.23,1.12,4.5,2.65,1.11,0.22,2.03,0.84,3.98,2.2,0.95,0.19,159.63,1.0,same_patient_characteristics,VVDIY0129H
251.0,219.12,284.86,253.96,19.18,3.76,16.14,13.53,19.13,16.22,1.82,0.36,12.35,10.25,15.03,12.57,1.54,0.3,178.44,1.0,same_patient_characteristics,VZOCK3505U
251.84,218.55,294.84,254.0,24.36,4.77,8.85,6.87,11.08,8.93,1.37,0.27,5.89,4.39,7.46,5.91,1.0,0.2,204.93,1.0,same_patient_characteristics,VZZSN1825O
259.05,225.63,292.62,260.33,20.42,4.0,8.64,6.67,11.71,8.99,1.63,0.32,7.31,4.94,9.71,7.31,1.33,0.26,170.91,1.0,same_patient_characteristics,WJHSV5358P
259.2,234.03,290.97,258.91,17.78,3.48,10.87,8.69,13.04,10.74,1.38,0.27,7.79,6.22,9.63,7.93,1.07,0.21,186.42,1.0,same_patient_characteristics,WKDIW7014B
250.0,202.34,321.09,255.78,39.74,7.79,11.72,7.81,15.62,11.84,2.63,0.51,9.04,5.91,12.33,8.83,2.12,0.42,185.75,1.0,same_patient_characteristics,WSFVN0229E
256.28,211.06,306.78,257.34,29.97,5.87,16.58,13.57,20.1,16.59,2.15,0.42,13.83,10.85,17.19,13.83,1.88,0.37,165.66,1.0,same_patient_characteristics,WSNTP4114A
261.69,236.35,285.84,261.5,15.4,3.02,11.63,10.09,13.29,11.76,1.06,0.21,9.59,7.96,11.15,9.55,0.92,0.18,169.53,1.0,same_patient_characteristics,WTBXP2683L
257.17,236.98,279.49,257.94,12.44,2.44,14.67,13.07,16.15,14.63,1.04,0.2,11.78,10.22,13.37,11.75,0.98,0.19,171.43,1.0,same_patient_characteristics,XDAFB7350M
255.01,225.87,289.89,256.27,19.55,3.83,7.47,5.27,9.29,7.43,1.17,0.23,5.46,4.01,6.86,5.45,0.93,0.18,188.5,1.0,same_patient_characteristics,XDFKW2704K
258.01,224.36,301.44,259.84,24.66,4.83,9.29,7.04,12.2,9.43,1.71,0.34,7.04,5.03,9.44,7.16,1.39,0.27,181.53,1.0,same_patient_characteristics,XIGJJ1201J
258.25,237.25,281.79,257.59,14.11,2.77,12.82,11.29,14.85,12.88,1.08,0.21,10.57,9.35,12.21,10.61,0.91,0.18,166.82,1.0,same_patient_characteristics,XKAWN3771U
259.16,214.4,308.9,260.58,30.01,5.88,3.66,1.57,6.28,3.8,1.42,0.28,3.38,1.46,5.47,3.49,1.33,0.26,143.53,1.0,same_patient_characteristics,XPABC1435F
255.39,224.03,289.01,254.72,20.03,3.93,8.19,7.1,10.14,8.4,1.02,0.2,6.5,5.27,8.17,6.58,0.93,0.18,176.12,1.0,same_patient_characteristics,XQAGA4299B
260.84,235.84,284.5,260.43,15.3,3.0,11.67,9.69,13.41,11.59,1.23,0.24,10.0,8.26,11.89,10.04,1.12,0.22,156.55,1.0,same_patient_characteristics,XWUBX0795L
258.33,200.0,316.67,258.58,36.28,7.11,10.83,6.67,15.0,10.99,2.65,0.52,8.55,5.03,12.1,8.55,2.26,0.44,178.52,1.0,same_patient_characteristics,YEXCH8391J
256.0,220.0,292.4,258.4,23.6,4.63,7.2,4.8,10.42,7.47,1.72,0.34,4.98,3.26,7.24,4.98,1.25,0.24,206.28,1.0,same_patient_characteristics,YPKYH1768F
256.98,220.39,293.44,256.98,22.35,4.38,16.2,12.53,18.72,15.92,2.01,0.39,12.97,9.91,15.56,12.87,1.75,0.34,170.94,1.0,same_patient_characteristics,YQMZV4284N
258.35,229.4,289.76,258.08,17.57,3.44,7.8,5.35,10.02,7.66,1.48,0.29,6.27,4.09,8.38,6.23,1.31,0.26,168.6,1.0,same_patient_characteristics,ZBVSO0975W
256.28,228.64,281.6,256.71,16.16,3.17,10.87,9.05,12.33,10.76,1.02,0.2,8.83,7.34,10.38,8.78,0.89,0.17,169.1,1.0,same_patient_characteristics,ZHCLE1578P
256.28,229.48,286.43,257.04,16.69,3.27,11.22,9.36,13.07,11.19,1.18,0.23,8.62,7.1,10.23,8.67,1.0,0.2,178.32,1.0,same_patient_characteristics,ZRRCV7012C
